Mesocosm,Date,Start,End
4-130-HB,15/10/2025,13:50:40,13:52:40
14-150-HH,15/10/2025,13:53:40,13:55:40
27-171-GB,15/10/2025,13:56:51,13:58:51
13-127-HH,15/10/2025,14:00:01,14:02:07
56-179-GG,15/10/2025,14:03:15,14:05:15
8-133-HB,15/10/2025,14:06:24,14:08:24
24-169-GB,15/10/2025,14:09:26,14:11:26
21-183-GG,15/10/2025,14:12:32,14:14:32
49-140-HB,15/10/2025,14:15:34,14:17:34
12-141-HH,15/10/2025,14:18:36,14:20:36
33-170-GB,15/10/2025,14:21:40,14:23:40
39-173-GG,15/10/2025,14:24:46,14:26:46
48-131-HB,15/10/2025,14:27:50,14:29:50
46-126-HH,15/10/2025,14:31:01,14:33:01
41-157-GG,15/10/2025,14:34:07,14:36:07
25-174-GB,15/10/2025,14:37:15,14:39:15
42-144-HB,15/10/2025,14:40:28,14:42:28
10-129-HH,15/10/2025,14:43:31,14:45:39
17-166-GB,15/10/2025,14:46:43,14:48:53
30-155-GG,15/10/2025,14:50:03,14:52:03
32-123-HB,15/10/2025,14:53:05,14:55:05
16-128-HH,15/10/2025,14:56:08,14:58:21
54-164-GB,15/10/2025,14:59:38,15:01:38
50-160-GG,15/10/2025,15:02:40,15:04:45
53-149-HB,15/10/2025,15:06:13,15:08:13
23-146-HH,15/10/2025,15:09:15,15:11:15
45-161-GB,15/10/2025,15:12:31,15:14:45
36-178-GG,15/10/2025,15:15:47,15:17:47
2-138-HB,15/10/2025,15:18:48,15:20:48
5-139-HH,15/10/2025,15:22:00,15:24:00
18-167-GB,15/10/2025,15:25:17,15:27:21
43-180-GG,15/10/2025,15:28:42,15:30:44
29-148-HB,15/10/2025,15:31:51,15:33:51
19-147-HH,15/10/2025,15:35:01,15:37:01
38-156-GB,15/10/2025,15:38:11,15:40:11
59-172-GG,15/10/2025,15:41:10,15:43:10
9-134-HB,15/10/2025,15:44:22,15:46:22
7-136-HH,15/10/2025,15:47:23,15:49:29
15-154-GB,15/10/2025,15:50:33,15:52:33
35-182-GG,15/10/2025,15:53:35,15:55:35
1-137-HB,15/10/2025,15:56:47,15:58:47
6-125-HH,15/10/2025,15:59:47,16:01:47
26-159-GB,15/10/2025,16:02:50,16:04:50
34-163-GG,15/10/2025,16:05:50,16:07:50
55-124-HB,15/10/2025,16:08:52,16:12:30
51-132-HH,15/10/2025,16:13:52,16:15:52
28-176-GB,15/10/2025,16:16:45,16:18:45
58-162-GG,15/10/2025,16:19:45,16:21:45
47-145-HB,15/10/2025,16:22:56,16:24:56
44-153-HH,15/10/2025,16:26:00,16:28:00
60-168-GB,15/10/2025,16:29:26,16:31:26
37-181-GG,15/10/2025,16:32:27,16:34:27
57-152-HB,15/10/2025,16:35:27,16:38:18
3-135-HH,15/10/2025,16:39:15,16:41:17
40-158-GB,15/10/2025,16:42:23,16:44:23
22-165-GG,15/10/2025,16:45:24,16:47:24
52-151-HB,15/10/2025,16:48:22,16:50:22
11-142-HH,15/10/2025,16:51:27,16:54:14
20-177-GB,15/10/2025,16:55:15,16:57:15