sample_id,Date,Soil Moisture (% day 0)
9-134-HB,20/10/2025,99.98
7-136-HH,20/10/2025,102.1
15-154-GB,20/10/2025,100.71
35-182-GG,20/10/2025,101.92
1-137-HB,20/10/2025,101.61
6-125-HH,20/10/2025,98.48
26-159-GB,20/10/2025,108.08
34-163-GG,20/10/2025,99.99
55-124-HB,20/10/2025,98.01
51-132-HH,20/10/2025,97.48
28-176-GB,20/10/2025,100.75
58-162-GG,20/10/2025,104.36
47-145-HB,20/10/2025,100.8
44-153-HH,20/10/2025,103.92
60-168-GB,20/10/2025,99.74
37-181-GG,20/10/2025,100.52
57-152-HB,20/10/2025,100.15
3-135-HH,20/10/2025,100.65
40-158-GB,20/10/2025,103.88
22-165-GG,20/10/2025,95.88
52-151-HB,20/10/2025,102.64
11-142-HH,20/10/2025,98.78
20-177-GB,20/10/2025,104.05
4-130-HB,22/10/2025,93.66
14-150-HH,22/10/2025,100.92
27-171-GB,22/10/2025,99.28
13-127-HH,22/10/2025,96.69
56-179-GG,22/10/2025,101.1
8-133-HB,22/10/2025,105.17
24-169-GB,22/10/2025,98.93
21-183-GG,22/10/2025,104.71
49-140-HB,22/10/2025,100.72
12-141-HH,22/10/2025,100.37
33-170-GB,22/10/2025,98.87
39-173-GG,22/10/2025,100.22
48-131-HB,22/10/2025,99.2
46-126-HH,22/10/2025,97.46
41-157-GG,22/10/2025,99.96
25-174-GB,22/10/2025,102.36
42-144-HB,22/10/2025,101.77
10-129-HH,22/10/2025,96.82
17-166-GB,22/10/2025,100.52
30-155-GG,22/10/2025,100.18
32-123-HB,22/10/2025,101.56
16-128-HH,22/10/2025,100.16
54-164-GB,22/10/2025,99.86
50-160-GG,22/10/2025,104.67
53-149-HB,22/10/2025,105.7
23-146-HH,22/10/2025,102.3
45-161-GB,22/10/2025,95.85
36-178-GG,22/10/2025,103.21
2-138-HB,22/10/2025,98.09
5-139-HH,22/10/2025,100.54
18-167-GB,22/10/2025,104.12
43-180-GG,22/10/2025,100.35
29-148-HB,22/10/2025,101.24
19-147-HH,22/10/2025,96.25
38-156-GB,22/10/2025,102.31
59-172-GG,22/10/2025,99
9-134-HB,22/10/2025,98.93
7-136-HH,22/10/2025,100.85
15-154-GB,22/10/2025,99.6
35-182-GG,22/10/2025,101.16
1-137-HB,22/10/2025,100.34
6-125-HH,22/10/2025,97.23
26-159-GB,22/10/2025,107.38
34-163-GG,22/10/2025,99.34
55-124-HB,22/10/2025,97.04
51-132-HH,22/10/2025,96.78
28-176-GB,22/10/2025,100.09
58-162-GG,22/10/2025,103.65
47-145-HB,22/10/2025,100.07
44-153-HH,22/10/2025,102.8
60-168-GB,22/10/2025,98.78
37-181-GG,22/10/2025,100.11
57-152-HB,22/10/2025,99.12
3-135-HH,22/10/2025,99.67
40-158-GB,22/10/2025,103.28
22-165-GG,22/10/2025,95.13
52-151-HB,22/10/2025,102
11-142-HH,22/10/2025,98.05
20-177-GB,22/10/2025,103.25
4-130-HB,24/10/2025,92.14
14-150-HH,24/10/2025,100.14
27-171-GB,24/10/2025,98.56
13-127-HH,24/10/2025,95.46
56-179-GG,24/10/2025,100.29
8-133-HB,24/10/2025,104.06
24-169-GB,24/10/2025,98.32
21-183-GG,24/10/2025,103.85
49-140-HB,24/10/2025,99.93
12-141-HH,24/10/2025,99.59
33-170-GB,24/10/2025,98.29
39-173-GG,24/10/2025,99.64
48-131-HB,24/10/2025,97.74
46-126-HH,24/10/2025,96.59
41-157-GG,24/10/2025,99.05
25-174-GB,24/10/2025,101.27
42-144-HB,24/10/2025,101.08
10-129-HH,24/10/2025,95.81
17-166-GB,24/10/2025,99.7
30-155-GG,24/10/2025,99.33
32-123-HB,24/10/2025,100.44
16-128-HH,24/10/2025,99.13
54-164-GB,24/10/2025,99.06
50-160-GG,24/10/2025,103.93
53-149-HB,24/10/2025,103.71
23-146-HH,24/10/2025,100.99
45-161-GB,24/10/2025,94.52
36-178-GG,24/10/2025,102.26
2-138-HB,24/10/2025,96.49
5-139-HH,24/10/2025,99.15
18-167-GB,24/10/2025,103.28
43-180-GG,24/10/2025,99.5
29-148-HB,24/10/2025,100.11
19-147-HH,24/10/2025,95.11
38-156-GB,24/10/2025,100.98
59-172-GG,24/10/2025,97.99
9-134-HB,24/10/2025,97.51
7-136-HH,24/10/2025,99.27
15-154-GB,24/10/2025,98.1
35-182-GG,24/10/2025,100.08
1-137-HB,24/10/2025,98.75
6-125-HH,24/10/2025,95.5
26-159-GB,24/10/2025,106.4
34-163-GG,24/10/2025,98.44
55-124-HB,24/10/2025,95.71
51-132-HH,24/10/2025,95.84
28-176-GB,24/10/2025,99.2
58-162-GG,24/10/2025,102.59
47-145-HB,24/10/2025,99.01
44-153-HH,24/10/2025,100.86
60-168-GB,24/10/2025,97.25
37-181-GG,24/10/2025,99.46
57-152-HB,24/10/2025,97.84
3-135-HH,24/10/2025,98.31
40-158-GB,24/10/2025,102.3
22-165-GG,24/10/2025,94.02
52-151-HB,24/10/2025,101.06
11-142-HH,24/10/2025,96.96
20-177-GB,24/10/2025,102.2
4-130-HB,27/10/2025,88.71
14-150-HH,27/10/2025,98.27
27-171-GB,27/10/2025,96.9
13-127-HH,27/10/2025,92.47
56-179-GG,27/10/2025,98.64
8-133-HB,27/10/2025,101.07
24-169-GB,27/10/2025,96.99
21-183-GG,27/10/2025,101.92
49-140-HB,27/10/2025,98.29
12-141-HH,27/10/2025,97.98
33-170-GB,27/10/2025,96.96
39-173-GG,27/10/2025,98.23
48-131-HB,27/10/2025,95.36
46-126-HH,27/10/2025,94.96
41-157-GG,27/10/2025,97.18
25-174-GB,27/10/2025,99.02
42-144-HB,27/10/2025,99.69
10-129-HH,27/10/2025,93.73
17-166-GB,27/10/2025,98.11
30-155-GG,27/10/2025,97.6
32-123-HB,27/10/2025,98.45
16-128-HH,27/10/2025,97.36
54-164-GB,27/10/2025,97.53
50-160-GG,27/10/2025,102.45
53-149-HB,27/10/2025,99.5
23-146-HH,27/10/2025,98.54
45-161-GB,27/10/2025,91.88
36-178-GG,27/10/2025,100.3
2-138-HB,27/10/2025,94.05
5-139-HH,27/10/2025,96.65
18-167-GB,27/10/2025,101.76
43-180-GG,27/10/2025,97.79
29-148-HB,27/10/2025,98.06
19-147-HH,27/10/2025,92.71
38-156-GB,27/10/2025,98.53
59-172-GG,27/10/2025,96.62
9-134-HB,27/10/2025,95.16
7-136-HH,27/10/2025,96.64
15-154-GB,27/10/2025,95.19
35-182-GG,27/10/2025,98.13
1-137-HB,27/10/2025,96.43
6-125-HH,27/10/2025,92.72
26-159-GB,27/10/2025,104.74
34-163-GG,27/10/2025,96.83
55-124-HB,27/10/2025,93.6
51-132-HH,27/10/2025,94
28-176-GB,27/10/2025,97.53
58-162-GG,27/10/2025,100.65
47-145-HB,27/10/2025,96.87
44-153-HH,27/10/2025,97.67
60-168-GB,27/10/2025,94.39
37-181-GG,27/10/2025,98.15
57-152-HB,27/10/2025,95.23
3-135-HH,27/10/2025,95.58
40-158-GB,27/10/2025,100.39
22-165-GG,27/10/2025,91.73
52-151-HB,27/10/2025,99.08
11-142-HH,27/10/2025,94.9
20-177-GB,27/10/2025,99.99
4-130-HB,29/10/2025,87.53
14-150-HH,29/10/2025,97.59
27-171-GB,29/10/2025,96.31
13-127-HH,29/10/2025,91.34
56-179-GG,29/10/2025,98.02
8-133-HB,29/10/2025,99.94
24-169-GB,29/10/2025,96.47
21-183-GG,29/10/2025,101.18
49-140-HB,29/10/2025,97.66
12-141-HH,29/10/2025,97.38
33-170-GB,29/10/2025,96.48
39-173-GG,29/10/2025,97.68
48-131-HB,29/10/2025,94.42
46-126-HH,29/10/2025,94.4
41-157-GG,29/10/2025,96.43
25-174-GB,29/10/2025,98.21
42-144-HB,29/10/2025,99.12
10-129-HH,29/10/2025,92.89
17-166-GB,29/10/2025,97.49
30-155-GG,29/10/2025,96.9
32-123-HB,29/10/2025,97.72
16-128-HH,29/10/2025,96.67
54-164-GB,29/10/2025,96.88
50-160-GG,29/10/2025,101.84
53-149-HB,29/10/2025,97.81
23-146-HH,29/10/2025,97.47
45-161-GB,29/10/2025,90.9
36-178-GG,29/10/2025,99.5
2-138-HB,29/10/2025,93.14
5-139-HH,29/10/2025,95.66
18-167-GB,29/10/2025,101.12
43-180-GG,29/10/2025,97.11
29-148-HB,29/10/2025,97.35
19-147-HH,29/10/2025,91.66
38-156-GB,29/10/2025,97.46
59-172-GG,29/10/2025,96
9-134-HB,29/10/2025,94.17
7-136-HH,29/10/2025,95.54
15-154-GB,29/10/2025,93.95
35-182-GG,29/10/2025,97.32
1-137-HB,29/10/2025,95.48
6-125-HH,29/10/2025,91.66
26-159-GB,29/10/2025,103.98
34-163-GG,29/10/2025,96.11
55-124-HB,29/10/2025,92.74
51-132-HH,29/10/2025,93.17
28-176-GB,29/10/2025,96.79
58-162-GG,29/10/2025,99.78
47-145-HB,29/10/2025,95.97
44-153-HH,29/10/2025,96.45
60-168-GB,29/10/2025,93.2
37-181-GG,29/10/2025,97.56
57-152-HB,29/10/2025,94.07
3-135-HH,29/10/2025,94.41
40-158-GB,29/10/2025,99.55
22-165-GG,29/10/2025,90.67
52-151-HB,29/10/2025,98.2
11-142-HH,29/10/2025,94
20-177-GB,29/10/2025,99.05
4-130-HB,31/10/2025,86.14
14-150-HH,31/10/2025,96.8
27-171-GB,31/10/2025,95.62
13-127-HH,31/10/2025,90.12
56-179-GG,31/10/2025,97.25
8-133-HB,31/10/2025,98.63
24-169-GB,31/10/2025,95.87
21-183-GG,31/10/2025,100.34
49-140-HB,31/10/2025,96.9
12-141-HH,31/10/2025,96.67
33-170-GB,31/10/2025,95.92
39-173-GG,31/10/2025,96.96
48-131-HB,31/10/2025,93.29
46-126-HH,31/10/2025,93.72
41-157-GG,31/10/2025,95.57
25-174-GB,31/10/2025,97.3
42-144-HB,31/10/2025,98.49
10-129-HH,31/10/2025,91.98
17-166-GB,31/10/2025,96.74
30-155-GG,31/10/2025,96.08
32-123-HB,31/10/2025,96.87
16-128-HH,31/10/2025,95.84
54-164-GB,31/10/2025,96.1
50-160-GG,31/10/2025,101.14
53-149-HB,31/10/2025,96.02
23-146-HH,31/10/2025,96.26
45-161-GB,31/10/2025,89.87
36-178-GG,31/10/2025,98.62
2-138-HB,31/10/2025,92.18
5-139-HH,31/10/2025,94.54
18-167-GB,31/10/2025,100.39
43-180-GG,31/10/2025,96.28
29-148-HB,31/10/2025,96.62
19-147-HH,31/10/2025,90.48
38-156-GB,31/10/2025,96.33
59-172-GG,31/10/2025,95.35
9-134-HB,31/10/2025,93.15
7-136-HH,31/10/2025,94.37
15-154-GB,31/10/2025,92.64
35-182-GG,31/10/2025,96.48
1-137-HB,31/10/2025,94.52
6-125-HH,31/10/2025,90.55
26-159-GB,31/10/2025,103.12
34-163-GG,31/10/2025,95.3
55-124-HB,31/10/2025,91.9
51-132-HH,31/10/2025,92.3
28-176-GB,31/10/2025,95.98
58-162-GG,31/10/2025,98.82
47-145-HB,31/10/2025,95.22
44-153-HH,31/10/2025,95.38
60-168-GB,31/10/2025,92.06
37-181-GG,31/10/2025,96.98
57-152-HB,31/10/2025,93.02
3-135-HH,31/10/2025,93.39
40-158-GB,31/10/2025,98.79
22-165-GG,31/10/2025,89.71
52-151-HB,31/10/2025,97.41
11-142-HH,31/10/2025,93.2
20-177-GB,31/10/2025,98.16
4-130-HB,03/11/2025,84.56
14-150-HH,03/11/2025,95.74
27-171-GB,03/11/2025,94.7
13-127-HH,03/11/2025,88.4
56-179-GG,03/11/2025,96.22
8-133-HB,03/11/2025,97.06
24-169-GB,03/11/2025,95.05
21-183-GG,03/11/2025,99.26
49-140-HB,03/11/2025,95.96
12-141-HH,03/11/2025,95.73
33-170-GB,03/11/2025,95.21
39-173-GG,03/11/2025,96.15
48-131-HB,03/11/2025,91.93
46-126-HH,03/11/2025,92.87
41-157-GG,03/11/2025,94.36
25-174-GB,03/11/2025,96.09
42-144-HB,03/11/2025,97.67
10-129-HH,03/11/2025,90.67
17-166-GB,03/11/2025,95.8
30-155-GG,03/11/2025,95.01
32-123-HB,03/11/2025,95.8
16-128-HH,03/11/2025,94.75
54-164-GB,03/11/2025,95.08
50-160-GG,03/11/2025,100.27
53-149-HB,03/11/2025,93.77
23-146-HH,03/11/2025,94.74
45-161-GB,03/11/2025,88.48
36-178-GG,03/11/2025,97.38
2-138-HB,03/11/2025,90.97
5-139-HH,03/11/2025,93.09
18-167-GB,03/11/2025,99.41
43-180-GG,03/11/2025,95.17
29-148-HB,03/11/2025,95.63
19-147-HH,03/11/2025,88.86
38-156-GB,03/11/2025,94.96
59-172-GG,03/11/2025,94.44
9-134-HB,03/11/2025,91.8
7-136-HH,03/11/2025,92.79
15-154-GB,03/11/2025,90.87
35-182-GG,03/11/2025,95.28
1-137-HB,03/11/2025,93.2
6-125-HH,03/11/2025,89.08
26-159-GB,03/11/2025,101.99
34-163-GG,03/11/2025,94.12
55-124-HB,03/11/2025,90.72
51-132-HH,03/11/2025,91.1
28-176-GB,03/11/2025,94.92
58-162-GG,03/11/2025,97.54
47-145-HB,03/11/2025,93.95
44-153-HH,03/11/2025,93.72
60-168-GB,03/11/2025,90.36
37-181-GG,03/11/2025,96.09
57-152-HB,03/11/2025,91.38
3-135-HH,03/11/2025,91.66
40-158-GB,03/11/2025,97.56
22-165-GG,03/11/2025,88.17
52-151-HB,03/11/2025,96.12
11-142-HH,03/11/2025,91.91
20-177-GB,03/11/2025,96.77
4-130-HB,05/11/2025,84.1
14-150-HH,05/11/2025,95.44
27-171-GB,05/11/2025,94.44
13-127-HH,05/11/2025,87.89
56-179-GG,05/11/2025,95.93
8-133-HB,05/11/2025,96.58
24-169-GB,05/11/2025,94.82
21-183-GG,05/11/2025,98.94
49-140-HB,05/11/2025,95.69
12-141-HH,05/11/2025,95.46
33-170-GB,05/11/2025,95.01
39-173-GG,05/11/2025,95.9
48-131-HB,05/11/2025,91.58
46-126-HH,05/11/2025,92.63
41-157-GG,05/11/2025,94.04
25-174-GB,05/11/2025,95.75
42-144-HB,05/11/2025,97.45
10-129-HH,05/11/2025,90.32
17-166-GB,05/11/2025,95.58
30-155-GG,05/11/2025,94.72
32-123-HB,05/11/2025,95.48
16-128-HH,05/11/2025,94.45
54-164-GB,05/11/2025,94.8
50-160-GG,05/11/2025,100
53-149-HB,05/11/2025,93.17
23-146-HH,05/11/2025,94.33
45-161-GB,05/11/2025,88.15
36-178-GG,05/11/2025,97.06
2-138-HB,05/11/2025,90.69
5-139-HH,05/11/2025,92.7
18-167-GB,05/11/2025,99.13
43-180-GG,05/11/2025,94.86
29-148-HB,05/11/2025,95.4
19-147-HH,05/11/2025,88.44
38-156-GB,05/11/2025,94.59
59-172-GG,05/11/2025,94.21
9-134-HB,05/11/2025,91.48
7-136-HH,05/11/2025,92.4
15-154-GB,05/11/2025,90.43
35-182-GG,05/11/2025,94.97
1-137-HB,05/11/2025,92.9
6-125-HH,05/11/2025,88.74
26-159-GB,05/11/2025,101.7
34-163-GG,05/11/2025,93.83
55-124-HB,05/11/2025,90.47
51-132-HH,05/11/2025,90.8
28-176-GB,05/11/2025,94.65
58-162-GG,05/11/2025,97.22
47-145-HB,05/11/2025,93.66
44-153-HH,05/11/2025,93.34
60-168-GB,05/11/2025,89.96
37-181-GG,05/11/2025,95.88
57-152-HB,05/11/2025,91.02
3-135-HH,05/11/2025,91.26
40-158-GB,05/11/2025,97.28
22-165-GG,05/11/2025,87.81
52-151-HB,05/11/2025,95.83
11-142-HH,05/11/2025,91.62
20-177-GB,05/11/2025,96.46
4-130-HB,07/11/2025,83.68
14-150-HH,07/11/2025,95.15
27-171-GB,07/11/2025,94.22
13-127-HH,07/11/2025,87.48
56-179-GG,07/11/2025,95.65
8-133-HB,07/11/2025,96.15
24-169-GB,07/11/2025,94.6
21-183-GG,07/11/2025,98.6
49-140-HB,07/11/2025,95.43
12-141-HH,07/11/2025,95.2
33-170-GB,07/11/2025,94.82
39-173-GG,07/11/2025,95.67
48-131-HB,07/11/2025,91.22
46-126-HH,07/11/2025,92.4
41-157-GG,07/11/2025,93.69
25-174-GB,07/11/2025,95.42
42-144-HB,07/11/2025,97.21
10-129-HH,07/11/2025,89.97
17-166-GB,07/11/2025,95.34
30-155-GG,07/11/2025,94.41
32-123-HB,07/11/2025,95.15
16-128-HH,07/11/2025,94.1
54-164-GB,07/11/2025,94.45
50-160-GG,07/11/2025,99.72
53-149-HB,07/11/2025,92.5
23-146-HH,07/11/2025,93.86
45-161-GB,07/11/2025,87.8
36-178-GG,07/11/2025,96.72
2-138-HB,07/11/2025,90.36
5-139-HH,07/11/2025,92.31
18-167-GB,07/11/2025,98.81
43-180-GG,07/11/2025,94.52
29-148-HB,07/11/2025,95.11
19-147-HH,07/11/2025,87.97
38-156-GB,07/11/2025,94.14
59-172-GG,07/11/2025,93.9
9-134-HB,07/11/2025,91.06
7-136-HH,07/11/2025,91.91
15-154-GB,07/11/2025,89.91
35-182-GG,07/11/2025,94.57
1-137-HB,07/11/2025,92.53
6-125-HH,07/11/2025,88.31
26-159-GB,07/11/2025,101.33
34-163-GG,07/11/2025,93.5
55-124-HB,07/11/2025,90.12
51-132-HH,07/11/2025,90.44
28-176-GB,07/11/2025,94.3
58-162-GG,07/11/2025,96.8
47-145-HB,07/11/2025,93.29
44-153-HH,07/11/2025,92.86
60-168-GB,07/11/2025,89.48
37-181-GG,07/11/2025,95.6
57-152-HB,07/11/2025,90.55
3-135-HH,07/11/2025,90.74
40-158-GB,07/11/2025,96.9
22-165-GG,07/11/2025,87.35
52-151-HB,07/11/2025,95.45
11-142-HH,07/11/2025,91.23
20-177-GB,07/11/2025,96.05
4-130-HB,11/11/2025,82.11895547
14-150-HH,11/11/2025,94.21521339
27-171-GB,11/11/2025,93.47028658
13-127-HH,11/11/2025,86.12422395
56-179-GG,11/11/2025,94.73784596
8-133-HB,11/11/2025,94.79945163
24-169-GB,11/11/2025,93.851257
21-183-GG,11/11/2025,97.60654215
49-140-HB,11/11/2025,94.57520225
12-141-HH,11/11/2025,94.39214999
33-170-GB,11/11/2025,94.24578089
39-173-GG,11/11/2025,94.92364671
48-131-HB,11/11/2025,90.11838289
46-126-HH,11/11/2025,91.64575999
41-157-GG,11/11/2025,92.61362334
25-174-GB,11/11/2025,94.34431577
42-144-HB,11/11/2025,96.43866086
10-129-HH,11/11/2025,88.85986581
17-166-GB,11/11/2025,94.55458622
30-155-GG,11/11/2025,93.46369681
32-123-HB,11/11/2025,94.10544635
16-128-HH,11/11/2025,93.06468907
54-164-GB,11/11/2025,93.42817529
50-160-GG,11/11/2025,98.84547786
53-149-HB,11/11/2025,90.55183606
23-146-HH,11/11/2025,92.44778995
45-161-GB,11/11/2025,86.61748153
36-178-GG,11/11/2025,95.59699127
2-138-HB,11/11/2025,89.33023859
5-139-HH,11/11/2025,90.97195195
18-167-GB,11/11/2025,97.82809592
43-180-GG,11/11/2025,93.41218575
29-148-HB,11/11/2025,94.23240587
19-147-HH,11/11/2025,86.46118184
38-156-GB,11/11/2025,92.78686267
59-172-GG,11/11/2025,92.97390682
9-134-HB,11/11/2025,89.81455965
7-136-HH,11/11/2025,90.43908409
15-154-GB,11/11/2025,88.36129959
35-182-GG,11/11/2025,93.43765043
1-137-HB,11/11/2025,91.41356932
6-125-HH,11/11/2025,87.01513956
26-159-GB,11/11/2025,100.2513649
34-163-GG,11/11/2025,92.46373392
55-124-HB,11/11/2025,89.13059919
51-132-HH,11/11/2025,89.40315349
28-176-GB,11/11/2025,93.33216964
58-162-GG,11/11/2025,95.68629544
47-145-HB,11/11/2025,92.22612002
44-153-HH,11/11/2025,91.46640754
60-168-GB,11/11/2025,87.98482493
37-181-GG,11/11/2025,94.78614718
57-152-HB,11/11/2025,89.22587267
3-135-HH,11/11/2025,89.20110901
40-158-GB,11/11/2025,95.87002986
22-165-GG,11/11/2025,86.04545154
52-151-HB,11/11/2025,94.34525696
11-142-HH,11/11/2025,90.11532737
20-177-GB,11/11/2025,94.89894603
